Speed (linear);Time;Acceleration (linear)
90,66357949;2,981069776;4,131302825
90,72250293;2,9850405;4,122075682
90,78125663;2,989008644;4,112872425
90,83984126;2,992974221;4,103692974
90,89825748;2,99693724;4,094537247
90,95650596;3,000897711;4,085405162
91,01458735;3,004855647;4,07629664
91,07250231;3,008811057;4,067211601
91,13025149;3,012763952;4,058149965
91,18783554;3,016714341;4,049111652
91,2452551;3,020662236;4,040096585
91,30251081;3,024607647;4,031104683
91,3596033;3,028550583;4,02213587
91,41653321;3,032491056;4,013190068
91,47330118;3,036429074;4,004267198
91,52990781;3,040364649;3,995367186
91,58635374;3,04429779;3,986489953
91,64263959;3,048228506;3,977635424
91,69876597;3,052156809;3,968803523
91,75473349;3,056082706;3,959994175
91,81054276;3,06000621;3,951207304
91,86619438;3,063927328;3,942442836
91,92168896;3,067846071;3,933700696
91,9770271;3,071762448;3,924980811
92,03220939;3,075676469;3,916283107
92,08723642;3,079588143;3,90760751
92,14210879;3,08349748;3,898953949
92,19682707;3,087404488;3,890322349
92,25139185;3,091309178;3,88171264
92,30580371;3,095211558;3,873124749
92,36006322;3,099111638;3,864558605
92,41417096;3,103009426;3,856014136
92,4681275;3,106904933;3,847491271
92,5219334;3,110798166;3,838989941
92,57558923;3,114689135;3,830510075
92,62909555;3,118577849;3,822051603
92,68245291;3,122464317;3,813614456
92,73566187;3,126348548;3,805198564
92,78872299;3,130230549;3,796803859
92,84163681;3,134110331;3,788430272
92,89440387;3,137987902;3,780077735
92,94702473;3,14186327;3,771746179
92,99949992;3,145736444;3,763435538
93,05182997;3,149607432;3,755145745
93,10401543;3,153476244;3,746876731
93,15605682;3,157342887;3,738628431
93,20795467;3,16120737;3,730400778
93,25970952;3,165069701;3,722193706
93,31132187;3,168929889;3,714007149
93,36279226;3,172787942;3,705841042
93,4141212;3,176643868;3,69769532
93,46530921;3,180497675;3,689569919
93,51635679;3,184349371;3,681464772
93,56726447;3,188198965;3,673379816
93,61803274;3,192046465;3,665314988
93,66866211;3,195891878;3,657270223
93,71915308;3,199735212;3,649245459
93,76950616;3,203576476;3,641240631
93,81972184;3,207415677;3,633255678
93,86980061;3,211252824;3,625290536
93,91974297;3,215087923;3,617345143
93,96954941;3,218920983;3,609419438
94,01922041;3,222752011;3,601513359
94,06875645;3,226581015;3,593626844
94,11815803;3,230408003;3,585759832
