,CycleReorder,Amphr
90861,154,0.02808082
91425,155,0.02806975
91989,156,0.02806602
92553,157,0.02807215
93117,158,0.02806495
93681,159,0.02805349
94245,160,0.02805171
94809,161,0.02804384
95372,162,0.02803522
95935,163,0.0280342
96498,164,0.02803007
97061,165,0.02802402
97624,166,0.02802234
98187,167,0.02801793
98750,168,0.02801038
99313,169,0.02801025
99876,170,0.02800709
100439,171,0.02800136
101003,172,0.02799585
101566,173,0.02799309
102129,174,0.02799265
102692,175,0.02798709
103841,176,0.028
104405,177,0.028006
104968,178,0.02797
105530,179,0.027951999999999998
106093,180,0.027939999999999996
106656,181,0.027924
107219,182,0.027913
107781,183,0.027906
108343,184,0.027893
108904,185,0.027898000000000003
109467,186,0.027913999999999998
110029,187,0.027897
110590,188,0.027885000000000004
111151,189,0.027888999999999997
111712,190,0.027872000000000004
112273,191,0.027864999999999997
112834,192,0.027861
113395,193,0.027848
113957,194,0.027852999999999996
114518,195,0.027867000000000003
115079,196,0.027864999999999997
115640,197,0.027860000000000003
116201,198,0.02785
116762,199,0.027844
117323,200,0.027818
117885,201,0.027818
118447,202,0.027822000000000003
119008,203,0.027806
119569,204,0.027814
120131,205,0.027831
120692,206,0.027798000000000003
121252,207,0.027777
121813,208,0.027770999999999997
122373,209,0.027769
122934,210,0.027755000000000002
123495,211,0.027755000000000002
124056,212,0.027752
124617,213,0.027747000000000004
125178,214,0.027759
125738,215,0.027762000000000002
126299,216,0.027745999999999996
126860,217,0.027743
127421,218,0.027741000000000002
127982,219,0.027729000000000004
128542,220,0.027719999999999998
129102,221,0.027721
129662,222,0.027706
130222,223,0.027710000000000002
130782,224,0.027717000000000002
131342,225,0.027712
132535,226,0.02781236
133096,227,0.02781382
133656,228,0.02778818
134217,229,0.02776174
134778,230,0.02773837
135337,231,0.02772028
135896,232,0.0277113
136455,233,0.02770441
137014,234,0.02768668
137574,235,0.02767175
138134,236,0.02767437
138694,237,0.0276621
139254,238,0.02765557
139814,239,0.02764451
140373,240,0.02763913
140932,241,0.02763438
141490,242,0.02762016
142048,243,0.027615
142606,244,0.02760673
143164,245,0.02759691
143722,246,0.02760771
144280,247,0.027605
144838,248,0.02759754
145397,249,0.02758687
145956,250,0.02757843
146515,251,0.02757976
147074,252,0.02756981
147633,253,0.02756416
148192,254,0.02755603
148750,255,0.02754381
149308,256,0.02755052
149866,257,0.02753976
150423,258,0.02752701
150980,259,0.0275311
151537,260,0.02751892
152094,261,0.02751092
152651,262,0.02750919
153208,263,0.02749821
153766,264,0.02749435
154323,265,0.02749283
154881,266,0.02748919
155439,267,0.02747737
155996,268,0.02745897
156553,269,0.02745253
157110,270,0.02744404
157666,271,0.02743662
158222,272,0.02743577
158779,273,0.02743462
159336,274,0.02744009
159893,275,0.02743991
161148,276,0.02756225
161705,277,0.02752341
162262,278,0.02750519
162820,279,0.02747955
163377,280,0.02745706
163933,281,0.02744995
164489,282,0.02744093
165045,283,0.02743062
165602,284,0.02740774
166159,285,0.02740196
166716,286,0.02739907
167273,287,0.02739592
167830,288,0.02738312
168386,289,0.02737054
168942,290,0.0273585
169498,291,0.02735832
170053,292,0.02734321
170608,293,0.02733672
171163,294,0.02733428
171718,295,0.02733823
172273,296,0.02734139
172828,297,0.02733161
173383,298,0.02732183
173938,299,0.02731468
174494,300,0.0272969
175050,301,0.02729633
175606,302,0.02729668
176162,303,0.02728553
176718,304,0.02728668
177274,305,0.02728566
177829,306,0.02728326
178384,307,0.02727522
178939,308,0.02727228
179494,309,0.02725073
180048,310,0.02723958
180602,311,0.02722958
181156,312,0.02722447
181710,313,0.02722647
182264,314,0.02721727
182818,315,0.02721389
183373,316,0.0272086
183928,317,0.02720407
184483,318,0.02719638
185037,319,0.02718656
185591,320,0.02717927
186145,321,0.0271734
186699,322,0.02716834
187253,323,0.02716389
187807,324,0.02716598
188361,325,0.02716549
189585,326,0.02728619
190139,327,0.02725909
190693,328,0.02723655
191248,329,0.02721367
191802,330,0.02719118
192356,331,0.02717723
192909,332,0.0271599
193462,333,0.02714314
194015,334,0.02713456
194569,335,0.0271123
195123,336,0.02711132
195677,337,0.02710946
196230,338,0.02710213
196783,339,0.02708737
197336,340,0.02707208
197888,341,0.02707084
198440,342,0.02706199
198992,343,0.02704529
199544,344,0.02703605
200096,345,0.02703462
200648,346,0.0270328
201201,347,0.02702889
201753,348,0.02702298
202305,349,0.0270084
202857,350,0.02700031
203409,351,0.02699934
203961,352,0.02699476
204513,353,0.02698023
205064,354,0.02697743
205616,355,0.02697423
206168,356,0.0269844
206720,357,0.02698112
207272,358,0.02697174
207824,359,0.02696512
208375,360,0.02695134
208926,361,0.0269405
209477,362,0.02694103
210028,363,0.02693348
210578,364,0.0269281
211129,365,0.02692819
211680,366,0.02693245
212231,367,0.02694001
212781,368,0.02692597
213332,369,0.02691633
213883,370,0.02690592
214434,371,0.0268949
214985,372,0.02688099
215536,373,0.02687935
216087,374,0.02687162
216638,375,0.02687384
217883,376,0.02698725
218435,377,0.02693872
218986,378,0.02691139
219537,379,0.02688793
220087,380,0.02686513
220637,381,0.02686131
221187,382,0.02685024
221737,383,0.02683807
222288,384,0.02684557
222838,385,0.02686526
223389,386,0.02686509
223939,387,0.02685606
224489,388,0.02684998
225039,389,0.02684242
225588,390,0.02682584
226137,391,0.02682589
226686,392,0.02682073
227236,393,0.02680731
227786,394,0.02680234
228336,395,0.02679567
228886,396,0.02679465
229436,397,0.02678678
229986,398,0.02677656
230536,399,0.02677172
231086,400,0.02676038
231636,401,0.02675545
232186,402,0.02675438
232734,403,0.02674879
233282,404,0.02673919
233830,405,0.02673096
234378,406,0.02672594
234926,407,0.02672119
235475,408,0.02670959
236024,409,0.02670568
236573,410,0.02670097
237122,411,0.02669141
237671,412,0.02669195
238220,413,0.02668457
238769,414,0.02667764
239318,415,0.02667319
239867,416,0.02666782
240416,417,0.02666453
240964,418,0.02665604
241512,419,0.02665244
242060,420,0.02664782
242607,421,0.02663844
243154,422,0.02663124
243701,423,0.02662573
244248,424,0.02662262
244795,425,0.02661924
245971,426,0.02660076
246518,427,0.02661898
247065,428,0.02661364
247612,429,0.0266012
248160,430,0.02658907
248708,431,0.02657983
249256,432,0.02657529
249804,433,0.02657378
250351,434,0.02657001
250898,435,0.02655983
251445,436,0.02655796
251992,437,0.02654179
252538,438,0.02653716
253085,439,0.02654268
253632,440,0.0265409
254179,441,0.02653361
254725,442,0.02653881
255272,443,0.02654076
255818,444,0.02652103
256364,445,0.02651108
256910,446,0.0265053
257456,447,0.0264961
258003,448,0.02648593
258549,449,0.02648353
259095,450,0.02647984
