,CycleReorder,Amphr
123384,209,0.028258999999999996
123949,210,0.028258
124514,211,0.028258
125079,212,0.028252
125644,213,0.028257
126211,214,0.028263
126777,215,0.028254
127342,216,0.028251
127907,217,0.028249
128472,218,0.028239999999999998
129037,219,0.028231
129602,220,0.02823
130167,221,0.028224000000000003
130732,222,0.028218
131297,223,0.02823
131862,224,0.028222000000000004
132427,225,0.028221
133626,226,0.02820062
134192,227,0.02821275
134758,228,0.02821289
135324,229,0.02820182
135890,230,0.02818876
136456,231,0.02817693
137020,232,0.02816903
137584,233,0.02816609
138148,234,0.02815107
138712,235,0.02814685
139276,236,0.02814472
139841,237,0.02813729
140406,238,0.02813218
140971,239,0.02812428
141536,240,0.02812285
142101,241,0.02811339
142666,242,0.02810125
143231,243,0.02809681
143796,244,0.0280857
144361,245,0.02808735
144926,246,0.02809117
145490,247,0.02808379
146054,248,0.02807832
146617,249,0.02807041
147180,250,0.02806695
147743,251,0.02806091
148306,252,0.02805064
148869,253,0.02804344
149432,254,0.02804002
149995,255,0.02803917
150558,256,0.02803775
151122,257,0.02802575
151686,258,0.02801838
152250,259,0.02801607
152814,260,0.02800909
153378,261,0.02800211
153941,262,0.02799198
154504,263,0.02798305
155067,264,0.02798238
155629,265,0.02797634
156192,266,0.02797314
156754,267,0.02796118
157316,268,0.02795318
157878,269,0.0279502
158441,270,0.02793749
159004,271,0.02793221
159567,272,0.02793105
160130,273,0.02792421
160693,274,0.02792856
161256,275,0.02792336
162519,276,0.02790688
163081,277,0.02787559
163643,278,0.02787946
164204,279,0.02786417
164766,280,0.02785506
165328,281,0.0278495
165890,282,0.02784355
166452,283,0.02783604
167014,284,0.02782196
167576,285,0.02781995
168137,286,0.0278148
168698,287,0.027816
169259,288,0.02779973
169819,289,0.02779138
170379,290,0.02778485
170939,291,0.02777823
171499,292,0.02776636
172059,293,0.02776289
172619,294,0.02776889
173179,295,0.02777018
173739,296,0.02776396
174299,297,0.02775711
174860,298,0.02775214
175421,299,0.02773743
175982,300,0.02773134
176542,301,0.02772174
177102,302,0.02771752
177662,303,0.02771112
178222,304,0.02771436
178782,305,0.02771645
179342,306,0.02770357
179902,307,0.02769739
180462,308,0.02768575
181021,309,0.02767268
181580,310,0.02766095
182140,311,0.02765171
182700,312,0.02764833
183260,313,0.02764442
183819,314,0.02763433
184378,315,0.02763197
184937,316,0.02762388
185496,317,0.02761318
186055,318,0.027609
186614,319,0.02759869
187173,320,0.02759491
187731,321,0.027589
188289,322,0.02758549
188847,323,0.02758051
189405,324,0.02758318
189963,325,0.02757136
191152,326,0.02751892
191710,327,0.02755016
192268,328,0.02754883
192826,329,0.02753927
193384,330,0.02752594
193941,331,0.02750661
194498,332,0.02749234
195055,333,0.02747666
195612,334,0.02747635
196169,335,0.0274571
196726,336,0.02745284
197283,337,0.02745493
197840,338,0.0274427
198397,339,0.02742987
198954,340,0.02741897
199511,341,0.02741622
200067,342,0.02740556
200623,343,0.0273872
201179,344,0.02738822
201735,345,0.027386
202290,346,0.02737298
202845,347,0.02737333
203400,348,0.02737058
203956,349,0.0273524
204512,350,0.02734694
205068,351,0.02733765
205624,352,0.02732614
206180,353,0.02731863
206736,354,0.02732307
207292,355,0.02731983
207848,356,0.02732121
208404,357,0.02731845
208960,358,0.02730743
209515,359,0.02729992
210070,360,0.02728806
210624,361,0.02727717
211178,362,0.02727188
211732,363,0.02727117
212287,364,0.02726081
212841,365,0.02726544
213395,366,0.02726864
213949,367,0.02726806
214503,368,0.02725241
215058,369,0.02724539
215613,370,0.02723162
216168,371,0.02722269
216723,372,0.02720962
217278,373,0.02720224
217833,374,0.02720709
218388,375,0.02720349
219634,376,0.02717136
220187,377,0.02713803
220740,378,0.02713234
221293,379,0.02711981
221846,380,0.02710803
222398,381,0.0271019
222950,382,0.02709546
223502,383,0.02708577
224054,384,0.02710474
224608,385,0.02712239
225162,386,0.02711977
225716,387,0.02711794
226270,388,0.02710821
226823,389,0.02710061
227375,390,0.02708968
227927,391,0.02708622
228479,392,0.02707648
229031,393,0.02706901
229583,394,0.02706426
230135,395,0.02705893
230687,396,0.0270531
231239,397,0.02704373
231792,398,0.02703879
232345,399,0.02703013
232898,400,0.02702182
233451,401,0.02702142
234003,402,0.02700836
234555,403,0.02700351
235107,404,0.02699822
235659,405,0.02699271
236211,406,0.02698325
236762,407,0.02697636
237313,408,0.0269608
237864,409,0.02695823
238415,410,0.02695543
238966,411,0.02694916
239518,412,0.02694325
240070,413,0.02693321
240622,414,0.02693427
241173,415,0.02692485
241724,416,0.02691556
242275,417,0.02690756
242826,418,0.02690063
243377,419,0.02690197
243928,420,0.02688859
244479,421,0.02688001
245030,422,0.02687028
245580,423,0.0268593
246130,424,0.02685557
246680,425,0.02685002
247857,426,0.02677638
248406,427,0.02682708
248955,428,0.0268242
249505,429,0.02681589
250055,430,0.02680851
250605,431,0.02680242
251155,432,0.02679833
251705,433,0.02679322
252255,434,0.02678305
252805,435,0.0267762
253355,436,0.02677318
253904,437,0.02675452
254453,438,0.02675216
255001,439,0.02675123
255549,440,0.026751
256097,441,0.02674327
256645,442,0.02675109
257194,443,0.02674878
257742,444,0.02672687
258291,445,0.02671995
258840,446,0.02671279
259389,447,0.02670399
259938,448,0.0266891
260487,449,0.02668603
261036,450,0.02668172
