,CycleReorder,Volts
73852,124,3.28381781
74423,125,3.28351263
75628,126,3.27817197
76199,127,3.2792401
76770,128,3.27985046
77341,129,3.28061341
77910,130,3.28061341
78479,131,3.28107118
79048,132,3.28122377
79617,133,3.28122377
80186,134,3.28168154
80755,135,3.28168154
81324,136,3.28152895
81893,137,3.28122377
82462,138,3.28122377
83031,139,3.28122377
83601,140,3.28122377
84171,141,3.28137636
84741,142,3.28107118
85311,143,3.280766
85887,144,3.2433814
86455,145,3.27649348
87025,146,3.2761883
87596,147,3.27588312
88166,148,3.2761883
88736,149,3.27649348
89306,150,3.27603571
89876,151,3.2761883
90445,152,3.2761883
91014,153,3.27634089
91583,154,3.27603571
92152,155,3.2761883
92721,156,3.27557794
93290,157,3.27603571
93859,158,3.27634089
94428,159,3.27588312
94997,160,3.27603571
95567,161,3.27679866
96137,162,3.27649348
96707,163,3.27634089
97277,164,3.27679866
97847,165,3.27664607
98417,166,3.27649348
98987,167,3.27695125
99556,168,3.27695125
100126,169,3.27649348
100695,170,3.27740902
101264,171,3.27710384
101833,172,3.27710384
102402,173,3.27664607
102971,174,3.27664607
103540,175,3.2761883
104696,176,3.252842
105264,177,3.257115
105832,178,3.261692
106400,179,3.2642860000000002
106968,180,3.266728
107536,181,3.268406
108104,182,3.2693220000000003
108672,183,3.270085
109240,184,3.270848
109808,185,3.270237
110376,186,3.270695
110944,187,3.271458
111512,188,3.272068
112080,189,3.271916
112647,190,3.273136
113214,191,3.273289
113781,192,3.2734419999999997
114347,193,3.273899
114913,194,3.272526
115481,195,3.272526
116049,196,3.272679
116616,197,3.273289
117183,198,3.273136
117750,199,3.27451
118316,200,3.2746619999999997
118882,201,3.274205
119448,202,3.2746619999999997
120015,203,3.2748150000000003
120581,204,3.272831
121148,205,3.2746619999999997
121715,206,3.275731
122282,207,3.275731
122849,208,3.275425
123415,209,3.2758830000000003
123980,210,3.2758830000000003
124545,211,3.276036
125110,212,3.275731
125675,213,3.275273
126242,214,3.275425
126808,215,3.275578
127373,216,3.275578
127938,217,3.275731
128503,218,3.2761880000000003
129068,219,3.276036
129633,220,3.2758830000000003
130198,221,3.2761880000000003
130763,222,3.2758830000000003
131328,223,3.2751200000000003
131893,224,3.275578
132458,225,3.275425
133657,226,3.26031891
134223,227,3.26199741
134789,228,3.26352331
135355,229,3.2652018
135921,230,3.26703288
136487,231,3.26764324
137051,232,3.2684062
137615,233,3.2684062
138179,234,3.2699321
138743,235,3.27008469
139307,236,3.27054246
139872,237,3.27023728
140437,238,3.27084764
141002,239,3.27130541
141567,240,3.27069505
142132,241,3.27206836
142697,242,3.27222095
143262,243,3.27222095
143827,244,3.27252613
144392,245,3.27206836
144957,246,3.27206836
145521,247,3.27191577
146085,248,3.27222095
146648,249,3.27222095
147211,250,3.27191577
147774,251,3.27206836
148337,252,3.27191577
148900,253,3.27191577
149463,254,3.27237354
150026,255,3.27191577
150589,256,3.27237354
151153,257,3.27267872
151717,258,3.27191577
152281,259,3.27176318
152845,260,3.27161059
153409,261,3.27161059
153972,262,3.271458
154535,263,3.271458
155098,264,3.27084764
155660,265,3.27054246
156223,266,3.27161059
156785,267,3.27206836
157347,268,3.27191577
157909,269,3.27237354
158472,270,3.27237354
159035,271,3.27252613
159598,272,3.27252613
160161,273,3.27237354
160724,274,3.27191577
161287,275,3.27191577
162550,276,3.25238422
163112,277,3.25619898
163674,278,3.25848783
164235,279,3.26108186
164797,280,3.26260777
165359,281,3.26382849
165921,282,3.26428626
166483,283,3.26565957
167045,284,3.26626993
167607,285,3.26657511
168168,286,3.26718547
168729,287,3.26718547
169290,288,3.26794842
169850,289,3.2684062
170410,290,3.26855879
170970,291,3.26901656
171530,292,3.26962692
172090,293,3.2699321
172650,294,3.26886397
173210,295,3.26886397
173770,296,3.26932174
174330,297,3.2699321
174891,298,3.2699321
175452,299,3.27069505
176013,300,3.27054246
176573,301,3.27069505
177133,302,3.27115282
177693,303,3.27069505
178253,304,3.27008469
178813,305,3.26962692
179373,306,3.26962692
179933,307,3.26947433
180493,308,3.27008469
181052,309,3.27008469
181611,310,3.27069505
182171,311,3.27130541
182731,312,3.27069505
183291,313,3.27115282
183850,314,3.27130541
184409,315,3.27115282
184968,316,3.27084764
185527,317,3.27100023
186086,318,3.271458
186645,319,3.27130541
187204,320,3.27161059
187762,321,3.27130541
188320,322,3.271458
188878,323,3.27130541
189436,324,3.27038987
189994,325,3.27100023
191183,326,3.25833524
191741,327,3.25925078
192299,328,3.26092927
192857,329,3.26108186
193415,330,3.26230259
193972,331,3.26276036
194529,332,3.26321813
195086,333,3.26352331
195643,334,3.26382849
196200,335,3.2652018
196757,336,3.2652018
197314,337,3.26565957
197871,338,3.26626993
198428,339,3.26657511
198985,340,3.26718547
199542,341,3.26718547
200098,342,3.26779583
200654,343,3.2682536
201210,344,3.2682536
201766,345,3.26886397
202321,346,3.26886397
202876,347,3.2684062
203431,348,3.26962692
203987,349,3.26932174
204543,350,3.27008469
205099,351,3.2699321
205655,352,3.27084764
206211,353,3.27100023
206767,354,3.27161059
207323,355,3.27038987
207879,356,3.27084764
208435,357,3.27115282
208991,358,3.27115282
209546,359,3.27176318
210101,360,3.27237354
210655,361,3.27267872
211209,362,3.2729839
211763,363,3.27283131
212318,364,3.2729839
212872,365,3.27237354
213426,366,3.271458
213980,367,3.27161059
214534,368,3.27176318
215089,369,3.27222095
215644,370,3.27267872
216199,371,3.2729839
216754,372,3.27252613
217309,373,3.27267872
217864,374,3.27206836
218419,375,3.27252613
219665,376,3.25223163
220218,377,3.25680934
220771,378,3.26001373
221324,379,3.26276036
221877,380,3.26489662
222429,381,3.26596475
222981,382,3.26703288
223533,383,3.26779583
224085,384,3.26626993
224639,385,3.26626993
225193,386,3.26688029
225747,387,3.26764324
226301,388,3.26810101
226854,389,3.26855879
227406,390,3.26901656
227958,391,3.26886397
228510,392,3.26962692
229062,393,3.26977951
229614,394,3.26962692
230166,395,3.27008469
230718,396,3.27023728
231270,397,3.27023728
231823,398,3.26977951
232376,399,3.26962692
232929,400,3.26901656
233482,401,3.27008469
234034,402,3.26962692
234586,403,3.2699321
235138,404,3.2699321
235690,405,3.27038987
236242,406,3.27084764
236793,407,3.27115282
237344,408,3.27084764
237895,409,3.27084764
238446,410,3.27130541
238997,411,3.27130541
239549,412,3.27130541
240101,413,3.27130541
240653,414,3.271458
241204,415,3.27130541
241755,416,3.27100023
242306,417,3.27069505
242857,418,3.27069505
243408,419,3.27084764
243959,420,3.27069505
244510,421,3.27038987
245061,422,3.27008469
245611,423,3.2699321
246161,424,3.26977951
246711,425,3.27008469
247888,426,3.26779583
248437,427,3.2682536
248986,428,3.26855879
249536,429,3.26886397
250086,430,3.27008469
250636,431,3.27008469
251186,432,3.26977951
251736,433,3.27038987
252286,434,3.27054246
252836,435,3.27069505
253386,436,3.27084764
253935,437,3.27191577
254484,438,3.27176318
255032,439,3.27161059
255580,440,3.27206836
256128,441,3.27222095
256676,442,3.27084764
257225,443,3.27237354
257773,444,3.27237354
258322,445,3.27237354
258871,446,3.27206836
259420,447,3.27252613
259969,448,3.27222095
260518,449,3.27222095
261067,450,3.27191577
