,CycleReorder,Volts
185435,320,3.26443885
185987,321,3.26428626
186539,322,3.2636759
187091,323,3.26321813
187643,324,3.26291295
188195,325,3.26321813
189412,326,3.25085832
189965,327,3.2542153
190517,328,3.25665675
191068,329,3.25848783
191619,330,3.26031891
192170,331,3.26092927
192721,332,3.26184482
193273,333,3.26245518
193825,334,3.26291295
194376,335,3.26413367
194927,336,3.26428626
195478,337,3.26428626
196029,338,3.26489662
196579,339,3.26489662
197129,340,3.2652018
197679,341,3.26489662
198229,342,3.26581216
198779,343,3.26504921
199330,344,3.26504921
199881,345,3.26504921
200431,346,3.26459144
200981,347,3.26382849
201531,348,3.2636759
202081,349,3.26352331
202631,350,3.26382849
203181,351,3.26352331
203731,352,3.26474403
204280,353,3.26535439
204829,354,3.26581216
205378,355,3.26565957
205927,356,3.26611734
206476,357,3.26565957
207025,358,3.26581216
207573,359,3.26626993
208121,360,3.26642252
208670,361,3.26626993
209219,362,3.26642252
209768,363,3.2667277
210317,364,3.26718547
210866,365,3.26657511
211415,366,3.26581216
211964,367,3.26504921
212513,368,3.2652018
213062,369,3.26565957
213611,370,3.26642252
214159,371,3.26764324
214706,372,3.2682536
215253,373,3.26810101
215800,374,3.26810101
216347,375,3.26779583
217585,376,3.25146868
218133,377,3.25467308
218681,378,3.25696193
219228,379,3.25955596
219775,380,3.26077668
220322,381,3.26230259
220869,382,3.26352331
221416,383,3.26459144
221964,384,3.2636759
222512,385,3.26352331
223060,386,3.2636759
223607,387,3.26413367
224154,388,3.2636759
224700,389,3.26382849
225246,390,3.26413367
225792,391,3.26382849
226338,392,3.26398108
226885,393,3.26428626
227432,394,3.26413367
227979,395,3.26382849
228526,396,3.26413367
229073,397,3.26428626
229620,398,3.26443885
230167,399,3.26443885
230714,400,3.26459144
231260,401,3.26474403
231806,402,3.26504921
232351,403,3.26535439
232896,404,3.26535439
233441,405,3.26504921
233986,406,3.26489662
234531,407,3.26504921
235076,408,3.26535439
235622,409,3.26474403
236168,410,3.26443885
236714,411,3.26474403
237260,412,3.26443885
237806,413,3.26474403
238351,414,3.26489662
238896,415,3.26535439
239441,416,3.26596475
239986,417,3.2667277
240531,418,3.26703288
241075,419,3.2667277
241619,420,3.2667277
242163,421,3.2667277
242707,422,3.26626993
243251,423,3.26626993
243795,424,3.26565957
244339,425,3.26657511
245511,426,3.26550698
246055,427,3.26642252
246599,428,3.26733806
247143,429,3.26749065
247687,430,3.26749065
248231,431,3.26749065
248775,432,3.26749065
249319,433,3.26718547
249863,434,3.26733806
250407,435,3.26779583
250950,436,3.26764324
251493,437,3.26764324
252036,438,3.26749065
252579,439,3.26642252
253122,440,3.26611734
253665,441,3.26657511
254208,442,3.26550698
254752,443,3.26626993
255294,444,3.2667277
255837,445,3.26688029
256380,446,3.26642252
256923,447,3.26703288
257465,448,3.26794842
258007,449,3.27008469
258550,450,3.27054246
