,CycleReorder,Amphr
383201,396,0.02135397
384109,397,0.02134753
385017,398,0.02134602
385925,399,0.0213477
386833,400,0.02134562
387741,401,0.02134211
388649,402,0.02133993
389557,403,0.021337
390465,404,0.02133526
391373,405,0.02133264
392280,406,0.0213258
393187,407,0.02132406
394094,408,0.02132366
395001,409,0.0213246
395908,410,0.02132206
396815,411,0.02131931
397722,412,0.02131798
398629,413,0.02131322
399536,414,0.02131002
400443,415,0.02130358
401350,416,0.02129713
402257,417,0.02130024
403164,418,0.02130069
404071,419,0.02129611
404978,420,0.02129518
405885,421,0.02129473
406792,422,0.02129029
407698,423,0.02129193
408605,424,0.02129007
409512,425,0.02128629
412515,426,0.02131576
413422,427,0.02126896
414329,428,0.02127376
415236,429,0.02126367
416143,430,0.02126251
417050,431,0.02126038
417957,432,0.02125256
418864,433,0.02125274
419771,434,0.02124678
420678,435,0.02124448
421585,436,0.02124736
422492,437,0.02124945
423399,438,0.02124603
424305,439,0.02123892
425211,440,0.0212395
426117,441,0.02123919
427023,442,0.02123474
427929,443,0.02122723
428835,444,0.02122674
429741,445,0.02123536
430647,446,0.02123341
431553,447,0.02123096
432459,448,0.02123199
433366,449,0.02125585
434272,450,0.02123345
