,CycleReorder,Volts
327595,364,3.9297322
328436,365,3.93003738
329277,366,3.93018997
330117,367,3.93003738
330957,368,3.93003738
331798,369,3.93034257
332639,370,3.93034257
333480,371,3.93049516
334321,372,3.93080034
335162,373,3.93064775
336003,374,3.93080034
336844,375,3.93095293
339788,376,3.96665904
340643,377,3.95887694
341495,378,3.95353628
342345,379,3.94804303
343193,380,3.94331273
344039,381,3.93949798
344884,382,3.93614099
345728,383,3.93369955
346570,384,3.93217365
347412,385,3.93080034
348253,386,3.93034257
349093,387,3.92988479
349934,388,3.92942702
350775,389,3.92988479
351616,390,3.93034257
352457,391,3.93049516
353298,392,3.93034257
354139,393,3.93034257
354980,394,3.93034257
355821,395,3.93034257
356662,396,3.93080034
357503,397,3.93080034
358344,398,3.93034257
359185,399,3.93080034
360026,400,3.93080034
360867,401,3.93095293
361708,402,3.93080034
362549,403,3.93095293
363390,404,3.93110552
364231,405,3.93110552
365072,406,3.93125811
365913,407,3.93125811
366754,408,3.93125811
367595,409,3.93125811
368436,410,3.9314107
369277,411,3.93171588
370118,412,3.93186847
370959,413,3.9314107
371800,414,3.93186847
372641,415,3.93202106
373482,416,3.93186847
374323,417,3.93232624
375164,418,3.93202106
376005,419,3.93232624
376846,420,3.93232624
377687,421,3.93247883
378528,422,3.93217365
379369,423,3.93217365
380210,424,3.93217365
381051,425,3.93202106
383985,426,3.96177615
384835,427,3.95338369
385683,428,3.94804303
386529,429,3.94392309
387374,430,3.94056611
388217,431,3.9376669
389060,432,3.9359884
389902,433,3.93430991
390743,434,3.93324178
391584,435,3.93247883
392425,436,3.93217365
393266,437,3.93202106
394106,438,3.93171588
394946,439,3.93186847
395786,440,3.93171588
396626,441,3.93202106
397466,442,3.93202106
398306,443,3.93186847
399146,444,3.93202106
399986,445,3.93202106
400826,446,3.93171588
401666,447,3.93232624
402506,448,3.93232624
403346,449,3.93232624
404186,450,3.93278401
